Uniprot	Pref_Name	Gene ID	Target_Class	Organism	Near_Neighbor_ChEMBLID	Near_Neighbor_Smiles	Near_Neighbor_Bioactive_organism	Near_Neighbor_conf_score	NN_activity	NN_Units	Input_Compound	Similarity
O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	10591	Hydrolases	Homo sapiens	CHEMBL3331381	COc1ccc2cc(-c3cccc(-c4ncnc5c4ncn5[C@@H]4O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]4O)c3)ccc2c1	Homo sapiens	9	6.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137931034483
Q99714	Endoplasmic reticulum-associated amyloid beta-peptide-binding protein	3028	Oxidoreductases	Homo sapiens	CHEMBL4107064	COc1ccc2nc(N[C@@H](c3ccccc3O)P(=O)(OC)OC)sc2c1	Homo sapiens	8	6.58	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137254901961
Q08209	Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform	5530	Phosphatase	Homo sapiens	CHEMBL405917	CC[C@@H]1/C=C(\\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](OC[C@@H](O)c4cccc(C(F)(F)F)c4)[C@H](OC)C3)[C@H](C)[C@H](O)CC1=O)[C@H](C)C[C@@H]2OC	Homo sapiens	8	8.31	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137254901961
P0DMV8	Heat shock 70 kDa protein 1			Homo sapiens	CHEMBL1528814	COc1cccc2c1NC(C(=O)O)C1CC=CC21	Homo sapiens	9	5.2	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.136842105263
Q96G91	Purinergic receptor P2Y11	5032	GPCR	Homo sapiens	CHEMBL413910	COc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3OC)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	Homo sapiens	9	7.12	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.136363636364
P49019	HM74 nicotinic acid GPCR	8843	GPCR	Homo sapiens	CHEMBL235394	COCCNc1ccc(C(=O)O)cn1	Homo sapiens	9	6.03	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.136363636364
Q15758	Neutral amino acid transporter B(0)	6510	Transporter	Homo sapiens	CHEMBL3754498	COc1cccc(COc2ccccc2CN(CC[C@H](N)C(=O)O)Cc2ccccc2OCc2cccc(OC)c2)c1	Homo sapiens	9	5.14	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135922330097
P43378	Tyrosine-protein phosphatase non-receptor type 9	5780	Phosphatase	Homo sapiens	CHEMBL2316902	O=C(O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)c(-c3ccccc3)oc2cc1O	Homo sapiens	9	5.37	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135922330097
P26639	Threonyl-tRNA synthetase	6897	Ligases	Homo sapiens	CHEMBL2311928	C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3c(c2)CNC3=O)c1	Homo sapiens	9	7.04	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135922330097
P23470	Receptor-type tyrosine-protein phosphatase gamma	5793	Phosphatase	Homo sapiens	CHEMBL2316902	O=C(O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)c(-c3ccccc3)oc2cc1O	Homo sapiens	9	5.58	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135922330097
P06746	DNA polymerase beta	5423	Transferases	Homo sapiens	CHEMBL1652467	Nc1nc(=O)c2ncn(CCOCP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2[nH]1	Homo sapiens	9	5.8	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135922330097
Q8TCU5	Glutamate [NMDA] receptor subunit 3A	116443	Ion_Channel	Homo sapiens	CHEMBL269032	N=C(N)c1ccc(N2CCCN(c3ccc(C(=N)N)cc3)CC2)cc1	Homo sapiens	5	5.92	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135802469136
O60391	Glutamate [NMDA] receptor	116444	Ion_Channel	Homo sapiens	CHEMBL269032	N=C(N)c1ccc(N2CCCN(c3ccc(C(=N)N)cc3)CC2)cc1	Homo sapiens	5	5.92	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135802469136
Q15370	Von Hippel-Lindau disease tumor suppressor/Elongin B/Elongin C	6923	Other	Homo sapiens	CHEMBL4229276	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N2CCCC2=O)C(C)(C)C)cc1	Homo sapiens	7	5.85	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135593220339
Q15369	Von Hippel-Lindau disease tumor suppressor/Elongin B/Elongin C	6921	Other	Homo sapiens	CHEMBL4229276	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N2CCCC2=O)C(C)(C)C)cc1	Homo sapiens	7	5.85	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135593220339
P0C869	Phospholipase A2 group 1VB	8681 100137049	Hydrolases	Homo sapiens	CHEMBL25900	CCCCCCCCCCOc1ccc(OCC(=O)COc2ccc(C(=O)O)cc2OC)cc1	Homo sapiens	8	7.13	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.135416666667
P52655	Transcription initiation factor IIA alpha and bTranscription initiation factor IIA alpha and beta chains	2957	Other	Homo sapiens	CHEMBL3660189	COC(=O)N1CCC(CCC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1	Homo sapiens	9	5.44	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.134920634921
P57771	Regulator of G-protein signaling 8	85397	Other	Homo sapiens	CHEMBL2037235	Cc1ccc(-n2sc(=O)n(Cc3ccccc3)c2=O)cc1	Homo sapiens	8	5.12	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.134831460674
Q86VZ5	Phosphatidylcholine:ceramide cholinephosphotransferase 1	259230	Kinase	Homo sapiens	CHEMBL3613995	COc1cccc(NC(=O)COc2ccc(S(=O)(=O)NCCc3ccccc3)cc2)c1	Homo sapiens	9	5.04	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.134615384615
P16455	6-O-methylguanine-DNA methyltransferase	4255	Transferases	Homo sapiens	CHEMBL1683162	Nc1nc(OCc2cc(Br)cs2)c([N+](=O)[O-])c(N2CCOCC2)n1	Homo sapiens	9	6.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.134615384615
Q05932	Folylpoly-gamma-glutamate synthetase	2356	Ligases	Homo sapiens	CHEMBL331279	NCCC[C@@H](C(=O)O)N1Cc2cc(NCC3CNc4nc(N)nc(O)c4C3)ccc2C1=O	Homo sapiens	8	6.7	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.134453781513
Q9UNA4	DNA polymerase iota	11201	Transferases	Homo sapiens	CHEMBL1014	CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Homo sapiens	9	5.21	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.133858267717
Q92851	Caspase-10	843	Protease	Homo sapiens	CHEMBL2323967	CC(C)(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)OCc1ccccc1)C(=O)N1CC[C@H]1C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(=O)O	Homo sapiens	9	6.38	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.133333333333
P54687	Branched-chain-amino-acid transferase	586	Transferases	Homo sapiens	CHEMBL3809237	CNC(=O)c1ccc2c(c1)nc(-c1ccccc1SC)n2[C@@H]1CCC[C@H](NC(=O)c2ccc(Br)s2)C1	Homo sapiens	9	5.9	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.133333333333
P54098	DNA polymerase gamma subunit 1	5428	Transferases	Homo sapiens	CHEMBL2092835	Nc1ccn([C@@H]2C[C@@H](F)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1	Homo sapiens	8	5.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.133333333333
P08151	Zinc finger protein GLI1	2735	Other	Homo sapiens	CHEMBL4205868	COC(=O)[C@]1(C)CCC[C@]2(C)c3cc4oc(C)nc4cc3C[C@@H](O)[C@H]21	Homo sapiens	9	6.19	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.133333333333
O95749	Geranylgeranyl pyrophosphate synthetase	9453	Transferases	Homo sapiens	CHEMBL319144	O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O	Homo sapiens	8	6.17	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.133333333333
P35520	Cystathionine beta-synthase	875 102724560	Lyases	Homo sapiens	CHEMBL4164543	COc1cc(O)c([C@@H]2C(=O)c3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)c2oc(-c3ccc(O)cc3)cc(=O)c12	Homo sapiens	9	5.11	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132743362832
Q9NY91	Low affinity sodium-glucose cotransporter	6527	Transporter	Homo sapiens	CHEMBL1819491	COc1ccc(Cc2ccccc2O[C@@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	Homo sapiens	9	7.38	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132653061224
P17174	Aspartate aminotransferase, cytoplasmic	2805	Transferases	Homo sapiens	CHEMBL4238792	O=C(Nc1ccc(Cl)cc1)N1CCN(c2cccc3[nH]ccc23)CC1	Homo sapiens	9	5.09	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132653061224
Q08828	Brain adenylate cyclase 1	107	Lyases	Homo sapiens	CHEMBL92857	C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(=O)NCCc1ccccn1)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C	Homo sapiens	8	6.84	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132231404959
P05230	Acidic fibroblast growth factor	2246	Other	Homo sapiens	CHEMBL590011	O=S(=O)([O-])OC[C@H]1O[C@H](O[C@@H]2[C@H](OS(=O)(=O)[O-])[C@@H](O[C@@H]3[C@H](OS(=O)(=O)[O-])[C@@H](O[C@@H]4[C@@H](OCCCCCCCCn5cc(-c6cccc7ccccc67)nn5)O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]4OS(=O)(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@H]2OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]2O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	Homo sapiens	8	6.92	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132231404959
Q8TDS5	Oxoeicosanoid receptor 1	165140	GPCR	Homo sapiens	CHEMBL4278772	CC(CC(=O)O)CC(=O)c1c(CCCCCC(F)(F)F)n(C)c2ccc(Cl)cc12	Homo sapiens	9	7.42	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132075471698
P48426	Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha	5305	Kinase	Homo sapiens	CHEMBL4072637	CNC(=O)c1nc(-c2nc(-c3cnc4ccccn34)c(C)nc2N)n(C)n1	Homo sapiens	9	5.58	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.132075471698
P09382	Galectin-1	3956	Other	Homo sapiens	CHEMBL221186	CN(C)CCNC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)C2	Homo sapiens	9	5.3	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131868131868
P79483	HLA class II histocompatibility antigen DRB3-1	3125	Other	Homo sapiens	CHEMBL2373024	CC(C)CCNC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@@H]1CCCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)CCC1CCCCC1)[C@@H](C)O	Homo sapiens	8	5.5	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131782945736
Q9HB89	Neuromedin-U receptor 1	10316	GPCR	Homo sapiens	CHEMBL3315348	N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)CCc1cccnc1)C(=O)N[C@@H](CC(N)=O)C(N)=O	Homo sapiens	9	8.66	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131386861314
Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO	79068	Other	Homo sapiens	CHEMBL2338329	Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12	Homo sapiens	9	5.01	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131313131313
P78540	Arginase-2, mitochondrial	384	Hydrolases	Homo sapiens	CHEMBL2326094	N[C@](CCCCB(O)O)(CCN1CCc2ccccc2C1)C(=O)O	Homo sapiens	9	5.96	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131313131313
P05089	Arginase-1	383	Hydrolases	Homo sapiens	CHEMBL2326094	N[C@](CCCCB(O)O)(CCN1CCc2ccccc2C1)C(=O)O	Homo sapiens	9	6.29	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131313131313
O60603	Toll-like receptor 2	7097	Other	Homo sapiens	CHEMBL3935646	CCCCCCOC(=O)c1cc(O)c(=O)c2c(O)c(O)c(OC)cc2c1	Homo sapiens	7	6.39	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.131313131313
P28838	Leucine aminopeptidase	51056	Protease	Homo sapiens	CHEMBL311875	C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(N)=O	Homo sapiens	8	6.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.130841121495
O95267	RAS guanyl-releasing protein 1	10125	Other	Homo sapiens	CHEMBL4169454	Cn1cc(/C=C2\\CC(CO)(COC(=O)C(C)(C)C)OC2=O)c2ccccc21	Homo sapiens	9	6.07	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.130841121495
Q16647	Prostaglandin I2 synthase	5740	Isomerases	Homo sapiens	CHEMBL161911	CC(C)(Oc1ccccc1Br)C1OCC(C/C=C\\CCC(=O)O)C(c2cccnc2)O1	Homo sapiens	8	5.16	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.130434782609
P04066	Alpha-L-fucosidase I	2517	Hydrolases	Homo sapiens	CHEMBL94486	CC1CC2N=C(Nc3ccccc3)OC2C(O)C1O	Homo sapiens	8	5.12	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.130434782609
P51692	Signal transducer and activator of transcription 5B	6777	Other	Homo sapiens	CHEMBL2023988	Cc1ccc(S(=O)(=O)N(C)CC(=O)N(Cc2ccc(C3CCN(c4ccc(C(N)=O)cc4)CC3)cc2)c2ccc(C(=O)O)c(O)c2)cc1	Homo sapiens	8	5.0	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.130081300813
P61244	Protein max	4149	Other	Homo sapiens	CHEMBL3427016	CCOC(=O)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)cc2OCC(C)C)cc1OCC(C)C	Homo sapiens	7	5.25	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.13
O00182	Galectin-9	3965	Other	Homo sapiens	CHEMBL509915	COc1cccc(C(=O)O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]3O[C@H](CO)[C@H](O)[C@H](OC(=O)c4cccc(OC)c4)[C@H]3O)[C@@H]2O)c1	Homo sapiens	8	5.85	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.13
P11215	Integrin alpha M	3684	Other	Homo sapiens	CHEMBL4243248	CC[n+]1c(/C=C/C=C/N2CCCc3ccccc32)sc2ccc3ccccc3c21.[Cl-]	Homo sapiens	7	6.85	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.12962962963
P15085	Carboxypeptidase A1	1357	Protease	Homo sapiens	CHEMBL565957	O=C(O)C(CC(=O)C(F)(F)F)Cc1ccccc1	Homo sapiens	8	6.7	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.129411764706
P04632	Calpain 1	826	Hydrolases	Homo sapiens	CHEMBL206126	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)COc1ccc2c(c1)Nc1ccccc1S2)C(C)(C)C)C(=O)N[C@H]1CCOC1O	Homo sapiens	7	6.45	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.129032258065
P47929	Galectin-7	3963 653499	Other	Homo sapiens	CHEMBL503116	COc1cccc(C(=O)N[C@@H]2[C@@H](O)[C@H](S[C@@H]3O[C@H](CO)[C@H](O)[C@H](NC(=O)c4cccc(OC)c4)[C@H]3O)O[C@H](CO)[C@@H]2O)c1	Homo sapiens	8	5.68	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.128712871287
P38936	CDK-interacting protein 1	1026	Other	Homo sapiens	CHEMBL179694	COc1ccc(-c2nc(O)c3c4c(sc3n2)CCCC4)c(F)c1	Homo sapiens	9	6.17	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.128712871287
Q9H6P5	Threonine aspartase 1	55617	Protease	Homo sapiens	CHEMBL4099366	Cc1ccc(NC(=S)NNC(=O)Cn2nnc(-c3cccc(Cl)c3Cl)n2)cc1Cl	Homo sapiens	9	5.41	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.128440366972
Q02224	Centromere-associated protein E	1062	Other	Homo sapiens	CHEMBL2413139	Cc1c(C(=O)N(CCN(C)C)Cc2ccc(Cl)c(Cl)c2)n(-c2ccc(F)cc2)c2ccccc12	Homo sapiens	9	5.68	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.128440366972
P19021	Peptidyl-glycine alpha-amidating monooxygenase	5066	Oxidoreductases|Lyases	Homo sapiens	CHEMBL2207129	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCC(=O)O	Homo sapiens	9	5.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.128440366972
P04746	Pancreatic alpha-amylase	279	Hydrolases	Homo sapiens	CHEMBL3618495	COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@H]3[C@H](OC4=C(c5cc(O)c(O[C@@H]6OC[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O)c(O)c5)Cc5cc(O)cc(O)c5C4=O)O[C@@H](C)[C@H](O)[C@H]3O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)ccc1O	Homo sapiens	9	5.21	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.128378378378
O15303	Metabotropic glutamate receptor 6	2916	GPCR	Homo sapiens	CHEMBL566530	CCOC(=O)c1c(N)sc(-c2ccccc2Cl)c1C	Homo sapiens	9	5.24	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.127659574468
Q14451	Growth factor receptor-bound protein 7	2886	Other	Homo sapiens	CHEMBL1642689	COC(=O)C(=O)C(C(=O)C(=O)Nc1cccc(C(C)=O)c1)c1nc2ccccc2nc1O	Homo sapiens	9	5.15	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.127450980392
P42263	Glutamate receptor ionotropic, AMPA 3	2892	Ion_Channel	Homo sapiens	CHEMBL1277552	CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc2ccccc2c1	Homo sapiens	6	5.8	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.127450980392
O14519	Cyclin-dependent kinase 2-associated protein 1	8099	Other	Homo sapiens	CHEMBL518777	CCN(CC)CCOc1cccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)c1	Homo sapiens	8	5.44	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.127118644068
Q9GZQ4	Neuromedin-U receptor 2	56923	GPCR	Homo sapiens	CHEMBL4161902	CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(N)=O	Homo sapiens	9	8.8	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.126865671642
